"3442410665","Die Sturmzeit-Trilogie: Sturmzeit: Roman: BD 1","http://www.openisbn.com/cover/3442410665_72.jpg","544"
"3442446937","Tage Der Unschuld","http://www.openisbn.com/cover/3442446937_72.jpg","575"
"0375406328","Lying Awake","http://www.openisbn.com/cover/0375406328_72.jpg","181"
"0446310786","To Kill A Mockingbird","http://www.openisbn.com/cover/0446310786_72.jpg","281"
"0449005615","Seabiscuit: An American Legend","http://www.openisbn.com/cover/0449005615_72.jpg","399"
"0060168013","Pigs In Heaven","http://www.openisbn.com/cover/0060168013_72.jpg","288"
"038078243X","Miss Zukas And The Raven's Dance (Miss Zukas Mysteries)","http://www.openisbn.com/cover/038078243X_72.jpg","256"
"055321215X","Pride And Prejudice","http://www.openisbn.com/cover/055321215X_72.jpg","0"
"067176537X","The Therapeutic Touch: How To Use Your Hands To Help Or To Heal","http://www.openisbn.com/cover/067176537X_72.jpg","168"
"0061099686","Downtown","http://www.openisbn.com/cover/0061099686_72.jpg","512"
"0553582909","Icebound","http://www.openisbn.com/cover/0553582909_72.jpg","416"
"0671888587","I'll Be Seeing You","http://www.openisbn.com/cover/0671888587_72.jpg","320"
"0553582747","From The Corner Of His Eye","http://www.openisbn.com/cover/0553582747_72.jpg","768"
"0425182908","Isle Of Dogs (Andy Brazil)","http://www.openisbn.com/cover/0425182908_72.jpg","432"
"042518630X","Purity In Death","http://www.openisbn.com/cover/042518630X_72.jpg","368"
"0440223571","This Year It Will Be Different And Other Stories - A Christmas Treasury","http://www.openisbn.com/cover/0440223571_72.jpg","0"
"0812523873","Proxies","http://www.openisbn.com/cover/0812523873_72.jpg","480"
"0842342702","Left Behind: A Novel Of The Earth's Last Days (Left Behind #1)","http://www.openisbn.com/cover/0842342702_72.jpg","352"
"0440225701","The Street Lawyer","http://www.openisbn.com/cover/0440225701_72.jpg","464"
"0060914068","Love, Medicine And Miracles","http://www.openisbn.com/cover/0060914068_72.jpg","0"
"0156047624","All The King's Men","http://www.openisbn.com/cover/0156047624_72.jpg","438"
"0245542957","Pacific Northwest","http://www.openisbn.com/cover/0245542957_72.jpg","0"
"0380715899","Soldier Of The Great War","http://www.openisbn.com/cover/0380715899_72.jpg","736"
"0553280333","Getting Well Again: The Bestselling Classic About The Simontons' Revolutionary Lifesaving Self- Awareness Techniques","http://www.openisbn.com/cover/0553280333_72.jpg","304"
"0961769947","Northwest Wines And Wineries","http://www.openisbn.com/cover/0961769947_72.jpg","236"
"0964778319","An Atmosphere Of Eternity: Stories Of India","http://www.openisbn.com/cover/0964778319_72.jpg","157"
"0671623249","Lonesome Dove","http://www.openisbn.com/cover/0671623249_72.jpg","945"
"0679810307","Shabanu: Daughter Of The Wind (Border Trilogy)","http://www.openisbn.com/cover/0679810307_72.jpg","256"
"0679865691","Haveli","http://www.openisbn.com/cover/0679865691_72.jpg","336"
"2070423204","Lieux Dits","http://www.openisbn.com/cover/2070423204_72.jpg","125"
"0345260317","The Dragons Of Eden: Speculations On The Evolution Of Human Intelligence","http://www.openisbn.com/cover/0345260317_72.jpg","0"
"0394743741","The Yawning Heights","http://www.openisbn.com/cover/0394743741_72.jpg","828"
"042511774X","Breathing Lessons","http://www.openisbn.com/cover/042511774X_72.jpg","352"
"0804106304","The Joy Luck Club","http://www.openisbn.com/cover/0804106304_72.jpg","352"
"1853262404","Heart Of Darkness & Other Stories (Wordsworth Collection)","http://www.openisbn.com/cover/1853262404_72.jpg","240"
"0312970242","Deepak Chopra's The Angel Is Near","http://www.openisbn.com/cover/0312970242_72.jpg","340"
"1853260053","Tess Of The D'Urbervilles (Wadsworth Collection)","http://www.openisbn.com/cover/1853260053_72.jpg","384"
"1414035004","The Adventures Of Drew And Ellie: The Magical Dress","http://www.openisbn.com/cover/1414035004_72.jpg","76"
"0060938412","The Accidental Virgin","http://www.openisbn.com/cover/0060938412_72.jpg","277"
"0140067477","The Tao Of Pooh","http://www.openisbn.com/cover/0140067477_72.jpg","176"
"0345465083","Seabiscuit: An American Legend","http://www.openisbn.com/cover/0345465083_72.jpg","453"
"0451625889","The Prince (Mentor Series)","http://www.openisbn.com/cover/0451625889_72.jpg","0"
"1558531025","Life's Little Instruction Book:  511 Suggestions, Observations, And Reminders On How To Live A Happy And Rewarding Life","http://www.openisbn.com/cover/1558531025_72.jpg","160"
"0441783589","Starship Troopers","http://www.openisbn.com/cover/0441783589_72.jpg","263"
"0394895894","The Ruby In The Smoke (Sally Lockhart Trilogy, Book 1)","http://www.openisbn.com/cover/0394895894_72.jpg","230"
"1569871213","Black Beauty (Illustrated Classics)","http://www.openisbn.com/cover/1569871213_72.jpg","240"
"0375410538","Anil's Ghost","http://www.openisbn.com/cover/0375410538_72.jpg","311"
"0966986105","Prescription For Terror","http://www.openisbn.com/cover/0966986105_72.jpg","240"
"087113375X","Modern Manners: An Etiquette Book For Rude People","http://www.openisbn.com/cover/087113375X_72.jpg","280"
"0340767936","Turning Thirty","http://www.openisbn.com/cover/0340767936_72.jpg","384"
"0743403843","Decipher","http://www.openisbn.com/cover/0743403843_72.jpg","816"
"0060930365","My First Cousin Once Removed: Money, Madness, And The Family Of Robert Lowell","http://www.openisbn.com/cover/0060930365_72.jpg","256"
"0060177586","Standing Firm: Dan Quayle","http://www.openisbn.com/cover/0060177586_72.jpg","402"
"0071416331","Team Bush : Leadership Lessons From The Bush White House","http://www.openisbn.com/cover/0071416331_72.jpg","224"
"0375509038","The Right Man: The Surprise Presidency Of George W. Bush, An Inside Account","http://www.openisbn.com/cover/0375509038_72.jpg","320"
"0553062042","The Daybreakers (The Louis L'Amour Collection)","http://www.openisbn.com/cover/0553062042_72.jpg","198"
"0316769487","The Catcher In The Rye","http://www.openisbn.com/cover/0316769487_72.jpg","224"
"0679429220","Midnight In The Garden Of Good And Evil","http://www.openisbn.com/cover/0679429220_72.jpg","388"
"0671867156","Pretend You Don't See Her","http://www.openisbn.com/cover/0671867156_72.jpg","320"
"0312252617","Fast Women","http://www.openisbn.com/cover/0312252617_72.jpg","352"
"0312261594","Female Intelligence","http://www.openisbn.com/cover/0312261594_72.jpg","336"
"0316748641","Pasquale's Nose: Idle Days In An Italian Town","http://www.openisbn.com/cover/0316748641_72.jpg","224"
"0316973742","The Gospel Of Judas: A Novel","http://www.openisbn.com/cover/0316973742_72.jpg","352"
"0385235941","Prize Stories 1987: The O. Henry Awards","http://www.openisbn.com/cover/0385235941_72.jpg","320"
"0446677450","Rich Dad, Poor Dad: What The Rich Teach Their Kids About Money--That The Poor And Middle Class Do Not!","http://www.openisbn.com/cover/0446677450_72.jpg","207"
"0451166892","The Pillars Of The Earth","http://www.openisbn.com/cover/0451166892_72.jpg","983"
"0553347594","McDonald's: Behind The Arches","http://www.openisbn.com/cover/0553347594_72.jpg","496"
"0671621009","Creating Wealth: Retire In Ten Years Using Allen's Seven Principles Of Wealth!","http://www.openisbn.com/cover/0671621009_72.jpg","304"
"067976397X","Corelli's Mandolin: A Novel","http://www.openisbn.com/cover/067976397X_72.jpg","437"
"0684822733","Love, Miracles, And Animal Healing: A Heartwarming Look At The Spiritual Bond Between Animals And Humans","http://www.openisbn.com/cover/0684822733_72.jpg","240"
"0786868716","The Five People You Meet In Heaven","http://www.openisbn.com/cover/0786868716_72.jpg","198"
"0671864769","Relics (Star Trek: The Next Generation)","http://www.openisbn.com/cover/0671864769_72.jpg","239"
"0671521519","Bless The Beasts And Children","http://www.openisbn.com/cover/0671521519_72.jpg","224"
"0440222303","The Touch Of Your Shadow, The Whisper Of Your Name (Babylon 5, Book 5)","http://www.openisbn.com/cover/0440222303_72.jpg","256"
"0312953453","Blood Oath","http://www.openisbn.com/cover/0312953453_72.jpg","296"
"0446608653","The Alibi","http://www.openisbn.com/cover/0446608653_72.jpg","592"
"0446612545","The Beach House","http://www.openisbn.com/cover/0446612545_72.jpg","384"
"0446612618","A Kiss Remembered","http://www.openisbn.com/cover/0446612618_72.jpg","224"
"0451208080","The Short Forever (Stone Barrington)","http://www.openisbn.com/cover/0451208080_72.jpg","432"
"0553584383","Dead Aim","http://www.openisbn.com/cover/0553584383_72.jpg","368"
"0671027360","Angels & Demons","http://www.openisbn.com/cover/0671027360_72.jpg","608"
"0812575954","The Deal","http://www.openisbn.com/cover/0812575954_72.jpg","320"
"0316735736","All He Ever Wanted: A Novel","http://www.openisbn.com/cover/0316735736_72.jpg","352"
"0743439740","Every Breath You Take : A True Story Of Obsession, Revenge, And Murder","http://www.openisbn.com/cover/0743439740_72.jpg","704"
"0345372700","If I Ever Get Back To Georgia, I'm Gonna Nail My Feet To The Ground","http://www.openisbn.com/cover/0345372700_72.jpg","0"
"0380619458","The Mosquito Coast","http://www.openisbn.com/cover/0380619458_72.jpg","370"
"0446325805","If Love Were Oil, I'd Be About A Quart Low","http://www.openisbn.com/cover/0446325805_72.jpg","279"
"0451406923","Good-Bye, My Little Ones: The True Story Of A Murderous Mother And Five Innocent Victims","http://www.openisbn.com/cover/0451406923_72.jpg","384"
"0671042858","The Girl Who Loved Tom Gordon","http://www.openisbn.com/cover/0671042858_72.jpg","272"
"0743249992","Bringing Down The House: The Inside Story Of Six M.I.T. Students Who Took Vegas For Millions","http://www.openisbn.com/cover/0743249992_72.jpg","257"
"0840734530","The Oneprince (The Redaemian Chronicles, Book 1)","http://www.openisbn.com/cover/0840734530_72.jpg","300"
"0425184226","The Sum Of All Fears","http://www.openisbn.com/cover/0425184226_72.jpg","928"
"0375500766","Care Packages: Letters To Christopher Reeve From Strangers And Other Friends","http://www.openisbn.com/cover/0375500766_72.jpg","192"
"9724119378","O Deus Das Pequenas Coisas (Spanish Edition)","http://www.openisbn.com/cover/9724119378_72.jpg","0"
"0451205197","Lady In Green And Minor Indiscretions (Signet Regency Romance)","http://www.openisbn.com/cover/0451205197_72.jpg","480"
"0060929790","One Hundred Years Of Solitude","http://www.openisbn.com/cover/0060929790_72.jpg","464"
"0060976845","Little Altars Everywhere","http://www.openisbn.com/cover/0060976845_72.jpg","240"
"0061099325","COYOTE WAITS                MM (Joe Leaphorn/Jim Chee Novels)","http://www.openisbn.com/cover/0061099325_72.jpg","368"
"0671004573","Before I Say Good-Bye","http://www.openisbn.com/cover/0671004573_72.jpg","416"
"0446601640","Slow Waltz In Cedar Bend","http://www.openisbn.com/cover/0446601640_72.jpg","227"
"0330484516","Twenty Minute Retreats (A Pan Self-Discovery Title)","http://www.openisbn.com/cover/0330484516_72.jpg","256"
"038572179X","Atonement: A Novel","http://www.openisbn.com/cover/038572179X_72.jpg","368"
"0393020371","Next: The Future Just Happened","http://www.openisbn.com/cover/0393020371_72.jpg","192"
"1900850303","Angelic Darkness","http://www.openisbn.com/cover/1900850303_72.jpg","247"
"1903019699","The Soulbane Stratagem: Diabolical Subterfuge Which Threatens To Destroy Us...","http://www.openisbn.com/cover/1903019699_72.jpg","290"
"0345425294","Gangster","http://www.openisbn.com/cover/0345425294_72.jpg","416"
"0451410319","Hush","http://www.openisbn.com/cover/0451410319_72.jpg","384"
"0553583468","Whisper Of Evil (Evil Trilogy)","http://www.openisbn.com/cover/0553583468_72.jpg","416"
"0380778556","Rebecca","http://www.openisbn.com/cover/0380778556_72.jpg","384"
"0451525221","The Scarlet Letter (Signet Classics)","http://www.openisbn.com/cover/0451525221_72.jpg","256"
"0002740230","Keep It Simple: And Get More Out Of Life","http://www.openisbn.com/cover/0002740230_72.jpg","96"
"0385336772","Diary Of A Mad Mom-to-Be","http://www.openisbn.com/cover/0385336772_72.jpg","321"
"0440949424","Locked In Time","http://www.openisbn.com/cover/0440949424_72.jpg","210"
"0505524996","Contact","http://www.openisbn.com/cover/0505524996_72.jpg","384"
"0140252800","Brimstone Wedding","http://www.openisbn.com/cover/0140252800_72.jpg","320"
"0451452755","The Catswold Portal","http://www.openisbn.com/cover/0451452755_72.jpg","432"
"0812575482","Through Wolf's Eyes (Wolf, Book 1)","http://www.openisbn.com/cover/0812575482_72.jpg","608"
"044651747X","Puerto Vallarta Squeeze","http://www.openisbn.com/cover/044651747X_72.jpg","224"
"0060801263","A Tree Grows In Brooklyn","http://www.openisbn.com/cover/0060801263_72.jpg","432"
"0061030147","Cybill Disobedience","http://www.openisbn.com/cover/0061030147_72.jpg","352"
"0140250964","Snow Angels: A Novel","http://www.openisbn.com/cover/0140250964_72.jpg","320"
"0446527165","Wish You Well","http://www.openisbn.com/cover/0446527165_72.jpg","400"
"0671461494","The Hitchhiker's Guide To The Galaxy","http://www.openisbn.com/cover/0671461494_72.jpg","0"
"0385337639","Crow Lake (Today Show Book Club #7)","http://www.openisbn.com/cover/0385337639_72.jpg","320"
"039575514X","My Antonia","http://www.openisbn.com/cover/039575514X_72.jpg","272"
"0451206673","Pen Pals","http://www.openisbn.com/cover/0451206673_72.jpg","432"
"0330332775","Bridget Jones's Diary","http://www.openisbn.com/cover/0330332775_72.jpg","320"
"0486284735","Pride And Prejudice (Dover Thrift Editions)","http://www.openisbn.com/cover/0486284735_72.jpg","272"
"0671021745","Eye On Crime: Hardy Boys #153","http://www.openisbn.com/cover/0671021745_72.jpg","160"
"0671047612","Skin And Bones","http://www.openisbn.com/cover/0671047612_72.jpg","160"
"0671504282","LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) (Hardy Boys, The)","http://www.openisbn.com/cover/0671504282_72.jpg","160"
"0399138684","The Cat Who Came To Breakfast","http://www.openisbn.com/cover/0399138684_72.jpg","254"
"0785263292","If Singleness Is A Gift, What's The Return Policy?","http://www.openisbn.com/cover/0785263292_72.jpg","224"
"0830714014","Always Daddy's Girl: Understanding Your Father's Impact On Who You Are","http://www.openisbn.com/cover/0830714014_72.jpg","284"
"0345354931","Night Mare (The Magic Of Xanth, No. 6)","http://www.openisbn.com/cover/0345354931_72.jpg","320"
"0553278223","The Martian Chronicles (The Grand Master Editions)","http://www.openisbn.com/cover/0553278223_72.jpg","192"
"3150000335","Kabale Und Liebe","http://www.openisbn.com/cover/3150000335_72.jpg","128"
"3257203659","Der Illustrierte Mann","http://www.openisbn.com/cover/3257203659_72.jpg","320"
"3257207522","Der König In Gelb: Stories","http://www.openisbn.com/cover/3257207522_72.jpg","352"
"3257208626","Fahrenheit 451","http://www.openisbn.com/cover/3257208626_72.jpg","175"
"3257208634","Die Mars-Chroniken: Roman In Erzählungen","http://www.openisbn.com/cover/3257208634_72.jpg","272"
"3257208669","Das Böse Kommt Auf Leisen Sohlen","http://www.openisbn.com/cover/3257208669_72.jpg","272"
"3257210450","Löwenzahnwein","http://www.openisbn.com/cover/3257210450_72.jpg","279"
"3257212054","Das Kind Von Morgen. Erzählungen.","http://www.openisbn.com/cover/3257212054_72.jpg","367"
"3257212429","Die Mechanismen Der Freude. Erzählungen.","http://www.openisbn.com/cover/3257212429_72.jpg","317"
"3257214154","Familientreffen - Erzählungen","http://www.openisbn.com/cover/3257214154_72.jpg","225"
"3257216416","Der Tod Kommt Schnell In Mexico. Erzählungen.","http://www.openisbn.com/cover/3257216416_72.jpg","0"
"3257233051","Veronika Beschließt Zu Sterben","http://www.openisbn.com/cover/3257233051_72.jpg","223"
"342311360X","Die Liebe In Den Zeiten Der Cholera. Roman.","http://www.openisbn.com/cover/342311360X_72.jpg","503"
"3423116714","Die Klone Der Joanna May. Roman.","http://www.openisbn.com/cover/3423116714_72.jpg","323"
"3423241489","Ist Mein Hintern Wirklich So Dick?","http://www.openisbn.com/cover/3423241489_72.jpg","240"
"3426605686","Haifischfrauen","http://www.openisbn.com/cover/3426605686_72.jpg","672"
"3453212150","Die Cappuccino Jahre","http://www.openisbn.com/cover/3453212150_72.jpg","0"
"3462021095","Schwarzer Tee Mit Drei Stück Zucker","http://www.openisbn.com/cover/3462021095_72.jpg","139"
"3492045642","Querschüsse: Downsize This!","http://www.openisbn.com/cover/3492045642_72.jpg","314"
"3498020862","Die Korrekturen","http://www.openisbn.com/cover/3498020862_72.jpg","784"
"3499110695","Neun Erzählungen","http://www.openisbn.com/cover/3499110695_72.jpg","192"
"3499151502","Hebt Den Dachbalken Hoch, Zimmerleute Und Seymour Wird Vorgestellt","http://www.openisbn.com/cover/3499151502_72.jpg","160"
"3518111000","Ulysses","http://www.openisbn.com/cover/3518111000_72.jpg","1014"
"3548254268","Eine Ganz Normale Affäre","http://www.openisbn.com/cover/3548254268_72.jpg","320"
"3570300099","Das Intimleben Des Adrian Mole, 13 3/4 Jahre","http://www.openisbn.com/cover/3570300099_72.jpg","416"
"3596292646","Das Buch Der Lächerlichen Liebe","http://www.openisbn.com/cover/3596292646_72.jpg","238"
"0060977493","The God Of Small Things","http://www.openisbn.com/cover/0060977493_72.jpg","336"
"0312872682","The James Dean Affair: A Neil Gulliver & Stevie Marriner Novel","http://www.openisbn.com/cover/0312872682_72.jpg","320"
"0316602906","The Big Bad Wolf","http://www.openisbn.com/cover/0316602906_72.jpg","390"
"0316693006","Four Blind Mice (Alex Cross)","http://www.openisbn.com/cover/0316693006_72.jpg","400"
"0345311396","Private Screening","http://www.openisbn.com/cover/0345311396_72.jpg","441"
"0345378490","Congo","http://www.openisbn.com/cover/0345378490_72.jpg","0"
"0345404793","Protect And Defend","http://www.openisbn.com/cover/0345404793_72.jpg","608"
"0345433173","The Tall Pine Polka","http://www.openisbn.com/cover/0345433173_72.jpg","448"
"0375400117","Memoirs Of A Geisha","http://www.openisbn.com/cover/0375400117_72.jpg","448"
"0375705856","Plainsong","http://www.openisbn.com/cover/0375705856_72.jpg","301"
"0380717018","Body Of Evidence","http://www.openisbn.com/cover/0380717018_72.jpg","0"
"0380718332","All That Remains (Patricia Cornwell)","http://www.openisbn.com/cover/0380718332_72.jpg","416"
"0380754509","The Case Of The Lost Look-Alike (An Avon Camelot Book)","http://www.openisbn.com/cover/0380754509_72.jpg","104"
"038076654X","Petals On The River","http://www.openisbn.com/cover/038076654X_72.jpg","554"
"0380807866","The Elusive Flame","http://www.openisbn.com/cover/0380807866_72.jpg","496"
"0385316895","Legacy Of Silence","http://www.openisbn.com/cover/0385316895_72.jpg","352"
"0385497466","The Brethren","http://www.openisbn.com/cover/0385497466_72.jpg","366"
"0385508042","The King Of Torts","http://www.openisbn.com/cover/0385508042_72.jpg","384"
"0385509456","The Curious Incident Of The Dog In The Night-Time: A Novel","http://www.openisbn.com/cover/0385509456_72.jpg","240"
"0385511612","Bleachers","http://www.openisbn.com/cover/0385511612_72.jpg","176"
"0385730586","Sisterhood Of The Traveling Pants (Book 1)","http://www.openisbn.com/cover/0385730586_72.jpg","336"
"0425164403","Only Love (Magical Love)","http://www.openisbn.com/cover/0425164403_72.jpg","335"
"0440234964","All Or Nothing","http://www.openisbn.com/cover/0440234964_72.jpg","368"
"0446605484","Roses Are Red (Alex Cross)","http://www.openisbn.com/cover/0446605484_72.jpg","416"
"0446610399","The Rescue","http://www.openisbn.com/cover/0446610399_72.jpg","432"
"0449006522","The Manhattan Hunt Club","http://www.openisbn.com/cover/0449006522_72.jpg","384"
"0449911004","Patty Jane's House Of Curl (Ballantine Reader's Circle)","http://www.openisbn.com/cover/0449911004_72.jpg","320"
"0451162072","Pet Sematary (Signet)","http://www.openisbn.com/cover/0451162072_72.jpg","416"
"0451186648","Silent Snow","http://www.openisbn.com/cover/0451186648_72.jpg","416"
"0452282152","Girl With A Pearl Earring","http://www.openisbn.com/cover/0452282152_72.jpg","240"
"051513290X","Summer Of Storms","http://www.openisbn.com/cover/051513290X_72.jpg","400"
"0553580388","The Patient","http://www.openisbn.com/cover/0553580388_72.jpg","448"
"0590598848","Demona's Revenge (Gargoyles, No. 2)","http://www.openisbn.com/cover/0590598848_72.jpg","10"
"0590629719","Clifford's Sports Day","http://www.openisbn.com/cover/0590629719_72.jpg","32"
"0671023616","Postmortem (Kay Scarpetta Mysteries)","http://www.openisbn.com/cover/0671023616_72.jpg","352"
"0671027387","Deception Point","http://www.openisbn.com/cover/0671027387_72.jpg","576"
"0684848783","'Tis: A Memoir","http://www.openisbn.com/cover/0684848783_72.jpg","368"
"0743486226","Angels & Demons","http://www.openisbn.com/cover/0743486226_72.jpg","572"
"0786863986","A Monk Swimming","http://www.openisbn.com/cover/0786863986_72.jpg","304"
"0803251718","Crazy Horse: The Strange Man Of The Oglalas: A Biography.","http://www.openisbn.com/cover/0803251718_72.jpg","445"
"0804117934","The Silent Cry (William Monk Novels)","http://www.openisbn.com/cover/0804117934_72.jpg","368"
"140003180X","The Kalahari Typing School For Men (No. 1 Ladies' Detective Agency, Book 4)","http://www.openisbn.com/cover/140003180X_72.jpg","192"
"155874262X","Chicken Soup For The Soul: 101 Stories To Open The Heart And Rekindle The Spirit","http://www.openisbn.com/cover/155874262X_72.jpg","308"
"0060987103","Wicked: The Life And Times Of The Wicked Witch Of The West","http://www.openisbn.com/cover/0060987103_72.jpg","406"
"0151008116","Life Of Pi","http://www.openisbn.com/cover/0151008116_72.jpg","336"
"0375704965","A Judgement In Stone","http://www.openisbn.com/cover/0375704965_72.jpg","208"
"0525947647","Lies (And The Lying Liars Who Tell Them): A Fair And Balanced Look At The Right","http://www.openisbn.com/cover/0525947647_72.jpg","368"
"0804111359","Secret History","http://www.openisbn.com/cover/0804111359_72.jpg","503"
"1558744150","Chicken Soup For The Woman's Soul: 101 Stories To Open The Hearts And Rekindle The Spirits Of Women (Chicken Soup For The Soul)","http://www.openisbn.com/cover/1558744150_72.jpg","351"
"0435272683","Great Expectations (Heinemann Guided Readers)","http://www.openisbn.com/cover/0435272683_72.jpg","96"
"0316782505","The Weight Of Water","http://www.openisbn.com/cover/0316782505_72.jpg","304"
"006102063X","Moving Pictures","http://www.openisbn.com/cover/006102063X_72.jpg","368"
"0060013117","Night Watch: A Novel Of Discworld","http://www.openisbn.com/cover/0060013117_72.jpg","338"
"0060199563","Thief Of Time","http://www.openisbn.com/cover/0060199563_72.jpg","336"
"006052779X","Charlotte's Web","http://www.openisbn.com/cover/006052779X_72.jpg","192"
"0060563079","Peter Pan: The Original Story","http://www.openisbn.com/cover/0060563079_72.jpg","240"
"0060809027","My Friend Flicka","http://www.openisbn.com/cover/0060809027_72.jpg","300"
"0061040967","The Last Hero: A Discworld Fable (Discworld Novels)","http://www.openisbn.com/cover/0061040967_72.jpg","160"
"0061050474","Jingo","http://www.openisbn.com/cover/0061050474_72.jpg","336"
"0061052515","Maskerade","http://www.openisbn.com/cover/0061052515_72.jpg","278"
"0061052523","Interesting Times: A Novel Of Discworld","http://www.openisbn.com/cover/0061052523_72.jpg","295"
"0064472264","On The Bright Side, I'm Now The Girlfriend Of A Sex God: Further Confessions Of Georgia Nicolson (Confessions Of Georgia Nicolson, Book 2)","http://www.openisbn.com/cover/0064472264_72.jpg","272"
"0140620664","Mansfield Park (Penguin Popular Classics)","http://www.openisbn.com/cover/0140620664_72.jpg","496"
"0312148267","The Wind In The Willows (Thomas Dunne Books)","http://www.openisbn.com/cover/0312148267_72.jpg","272"
"0312156960","The Winter King (The Arthur Books #1)","http://www.openisbn.com/cover/0312156960_72.jpg","433"
"0312890044","Moonheart","http://www.openisbn.com/cover/0312890044_72.jpg","496"
"034543191X","The King Of Elfland's Daughter (Del Rey Impact)","http://www.openisbn.com/cover/034543191X_72.jpg","256"
"0373836023","Powder And Patch","http://www.openisbn.com/cover/0373836023_72.jpg","282"
"0375751513","The Picture Of Dorian Gray (Modern Library Classics)","http://www.openisbn.com/cover/0375751513_72.jpg","304"
"0375801677","The Iron Giant","http://www.openisbn.com/cover/0375801677_72.jpg","96"
"0375814248","James And The Giant Peach","http://www.openisbn.com/cover/0375814248_72.jpg","160"
"0375823352","The Amber Spyglass (His Dark Materials, Book 3)","http://www.openisbn.com/cover/0375823352_72.jpg","544"
"037582345X","The Golden Compass (His Dark Materials, Book 1)","http://www.openisbn.com/cover/037582345X_72.jpg","399"
"0375823468","The Subtle Knife (His Dark Materials, Book 2)","http://www.openisbn.com/cover/0375823468_72.jpg","352"
"0380730448","The Adrian Mole Diaries : The Secret Diary Of Adrian Mole, Aged 13 3/4 : The Growing Pains Of Adrian Mole","http://www.openisbn.com/cover/0380730448_72.jpg","293"
"0380973839","The Martian Chronicles","http://www.openisbn.com/cover/0380973839_72.jpg","288"
"0385327773","The Great God Pan","http://www.openisbn.com/cover/0385327773_72.jpg","160"
